Level,Category,Sentence
B1,MODALITY/should,You should have seen the look on his face when he found out.
B1,MODALITY/should,"You should have tasted the cake, it was delicious."
B1,MODALITY/should,You should have felt the cold wind that night.
B1,MODALITY/should,You should have been there to witness the moment.
B1,MODALITY/should,"You should have heard the music, it was incredible."
B1,MODALITY/should,"You should have seen the sunset, it was breathtaking."
B1,MODALITY/should,"You should have tried the food, it was amazing."
B1,MODALITY/should,You should have seen the size of the fish I caught.
B1,MODALITY/should,I should have studied harder for the exam.
B1,MODALITY/should,You should have told me about the party earlier.
B1,MODALITY/should,She should have called to cancel the meeting.
B1,MODALITY/should,They should have listened to the weather forecast.
B1,MODALITY/should,He should have apologized for his behavior.
B1,MODALITY/should,We should have booked the tickets in advance.
B1,MODALITY/should,It should have been obvious that he was lying.
B1,MODALITY/should,You should have seen the look on her face.
B1,MODALITY/should,I should have known better than to trust him.
B1,MODALITY/should,They should have left earlier to avoid the traffic.
B1,MODALITY/should,"Thank you for the flowers, you shouldn't have!"
B1,MODALITY/should,"Thank you for the book, you shouldn't have bought it."
B1,MODALITY/should,"Thank you for the card, you shouldn't have sent it."
B1,MODALITY/should,"Thank you for the chocolates, you shouldn't have!"
B1,MODALITY/should,"Thank you for the gift card, you shouldn't have given it."
B1,MODALITY/should,"Thank you for the tickets, you shouldn't have!"
B1,MODALITY/should,"Thank you for the scarf, you shouldn't have knitted it."
B1,MODALITY/should,"Thank you for the cake, you shouldn't have baked it."
B2,MODALITY/should,"Well, have you ever checked your blood pressure? I think you should."
B2,MODALITY/should,"John spent the rest of the day thinking about what he should do. In fact, he wanted to answer and meet her again, but he knew that he shouldn't."
B2,MODALITY/should,You should really see a doctor about that cough.
B2,MODALITY/should,She knew she shouldn't be eating so much junk food.
B2,MODALITY/should,"If you want to succeed, you should work harder."
B2,MODALITY/should,He shouldn't have said those things to his boss.
B2,MODALITY/should,You should take a break and relax for a while.
B2,MODALITY/should,She shouldn't be so hard on herself all the time.
B2,MODALITY/should,You should definitely try that new restaurant.
B2,MODALITY/should,He shouldn't have left the door unlocked.
B2,MODALITY/should,You should be preparing for the exam right now.
B2,MODALITY/should,We should be discussing this issue more thoroughly.
B2,MODALITY/should,They should be arriving at the airport any minute now.
B2,MODALITY/should,I think you should be focusing on your health first.
B2,MODALITY/should,She should be finishing her homework by now.
B2,MODALITY/should,We should be considering alternative solutions.
B2,MODALITY/should,He should be taking better care of his belongings.
B2,MODALITY/should,They should be celebrating their success tonight.
B2,MODALITY/should,You should be relaxing after such a long day.
B2,MODALITY/should,We should be planning our next vacation soon.
B2,MODALITY/should,The meeting should be starting in five minutes.
B2,MODALITY/should,The new policy should be taking effect next month.
B2,MODALITY/should,The repairs should be finishing by the end of the week.
B2,MODALITY/should,The flight should be landing at 3 PM.
B2,MODALITY/should,The project should be progressing smoothly.
B2,MODALITY/should,The party should be getting lively soon.
B2,MODALITY/should,The results should be coming in shortly.
B2,MODALITY/should,The traffic should be easing up during the evening.
B2,MODALITY/should,The presentation should be going well.
B2,MODALITY/should,The weather should be clearing up by tomorrow.
B2,MODALITY/should,Wild animals should be running free in their natural habitats.
B2,MODALITY/should,People who are sick should be staying at home to avoid spreading the virus.
B2,MODALITY/should,Companies should be investing in renewable energy sources.
B2,MODALITY/should,Students should be studying regularly to improve their grades.
B2,MODALITY/should,Drivers should be paying attention to the road at all times.
B2,MODALITY/should,Parents should be spending quality time with their children.
B2,MODALITY/should,Employees should be arriving at work on time every day.
B2,MODALITY/should,Citizens should be participating in community service activities.
B2,MODALITY/should,Teachers should be preparing their lessons thoroughly.
B2,MODALITY/should,Cyclists should be wearing helmets for safety.
C1,MODALITY/should,"If you should change your mind and prefer to take a taxi, you can do it outside the airport by calling this number: 3570."
C1,MODALITY/should,"If something should happen, call 112, the local alarm number."
C1,MODALITY/should,"If you should decide to visit the museum, be sure to check their opening hours beforehand."
C1,MODALITY/should,"If you should need any assistance, don't hesitate to ask the staff for help."
C1,MODALITY/should,"If you should feel unwell during the flight, notify the cabin crew immediately."
C1,MODALITY/should,"If you should encounter any problems with the booking, please contact our customer service."
C1,MODALITY/should,"If you should decide to cancel your trip, make sure to inform us at least 48 hours in advance."
C1,MODALITY/should,"If you should need directions, the receptionist will be happy to assist you."
C1,MODALITY/should,"If you should forget your passport, you won't be able to board the flight."
C1,MODALITY/should,"If you should run into any delays, let us know so we can adjust your reservation accordingly."
C1,MODALITY/should,"Should you encounter any difficulties, please inform us immediately."
C1,MODALITY/should,"Should you require additional assistance, our team is available 24/7."
C1,MODALITY/should,"Should you decide to proceed, please sign and return the enclosed documents."
C1,MODALITY/should,"Should you have any questions, feel free to reach out to our support team."
C1,MODALITY/should,"Should you fail to meet the deadline, penalties will be imposed."
C1,MODALITY/should,"Should you wish to cancel your order, please do so within 48 hours."
C1,MODALITY/should,"Should you require a refund, please submit a request with your receipt."
C1,MODALITY/should,"Should you experience any technical issues, restart your device and try again."
B1,MODALITY/used to,I used to play soccer every weekend.
B1,MODALITY/used to,She used to live in a small village.
B1,MODALITY/used to,We used to go hiking every summer.
B1,MODALITY/used to,He used to read books for hours.
B1,MODALITY/used to,They used to visit their grandparents every Sunday.
B1,MODALITY/used to,It used to rain a lot in the spring.
B1,MODALITY/used to,I used to have a pet rabbit.
B1,MODALITY/used to,She used to sing in the choir.
B1,MODALITY/used to,I didn't use to like spicy food.
B1,MODALITY/used to,She didn't used to go to the gym.
B1,MODALITY/used to,They didn't use to live in the city.
B1,MODALITY/used to,He didn't used to smoke.
B1,MODALITY/used to,We didn't use to travel much.
B1,MODALITY/used to,I didn't used to watch horror movies.
B1,MODALITY/used to,She didn't use to be so shy.
B1,MODALITY/used to,They didn't used to eat breakfast.
B1,MODALITY/used to,He didn't use to play soccer.
B1,MODALITY/used to,We didn't used to have a car.
B1,MODALITY/used to,"When I was a child, I used to go to a small school and I enjoyed it very much."
B1,MODALITY/used to,She used to come to my house and play computer games with me.
B1,MODALITY/used to,"I didn't use to laugh much but since the day we met, I'm always happy."
B1,MODALITY/used to,"We used to live in a big house with a garden, but now we live in an apartment."
B1,MODALITY/used to,"He used to smoke a lot, but he quit a few years ago."
B1,MODALITY/used to,"They used to go on long road trips every summer, but now they prefer staying home."
B1,MODALITY/used to,"I used to have a pet dog, but it passed away last year."
B1,MODALITY/used to,"She used to work as a teacher, but now she's a full-time mom."
B1,MODALITY/used to,"We used to spend weekends at the beach, but now we go hiking."
B1,MODALITY/used to,"I used to eat fast food every day, but now I prefer healthier options."
B2,MODALITY/used to,He doesn't spend as much time with his friends as he used to.
B2,MODALITY/used to,They don't go to the park as often as they used to.
B2,MODALITY/used to,She doesn't eat out as frequently as she used to.
B2,MODALITY/used to,I don't watch TV as much as I used to.
B2,MODALITY/used to,We don't have family dinners as regularly as we used to.
B2,MODALITY/used to,He doesn't play video games as much as he used to.
B2,MODALITY/used to,She doesn't read as many books as she used to.
B2,MODALITY/used to,They don't take vacations as often as they used to.
B2,MODALITY/used to,I don't exercise as much as I used to.
B2,MODALITY/used to,We don't meet up as often as we used to.
C1,MODALITY/used to,What did you use to do on weekends?
C1,MODALITY/used to,Where did they use to go for holidays?
C1,MODALITY/used to,How did we use to travel to work?
C1,MODALITY/used to,Why did he use to wake up so early?
C1,MODALITY/used to,Who did we use to play with as kids?
C1,MODALITY/used to,When did she use to visit her grandparents?
